target,target_label,combination,n_features,model,cv_accuracy_mean,cv_accuracy_std
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs,4,LogisticRegression,0.6,0.2828
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs,4,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs,4,SGDClassifier,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + distram,4,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + distram,4,Perceptron,0.5333,0.2494
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + distram,4,SGDClassifier,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + unicontrolsets,4,LogisticRegression,0.6,0.3266
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + unicontrolsets,4,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + unicontrolsets,4,SGDClassifier,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + distram,4,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + distram,4,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + distram,4,SGDClassifier,0.4,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + unicontrolsets,4,LogisticRegression,0.4667,0.2494
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + unicontrolsets,4,Perceptron,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + unicontrolsets,4,SGDClassifier,0.5333,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + power + distram + unicontrolsets,4,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + power + distram + unicontrolsets,4,Perceptron,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + power + distram + unicontrolsets,4,SGDClassifier,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + distram,4,LogisticRegression,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + distram,4,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + distram,4,SGDClassifier,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + unicontrolsets,4,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + unicontrolsets,4,Perceptron,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + unicontrolsets,4,SGDClassifier,0.4,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + nets + distram + unicontrolsets,4,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + nets + distram + unicontrolsets,4,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + nets + distram + unicontrolsets,4,SGDClassifier,0.4,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + ffs + distram + unicontrolsets,4,LogisticRegression,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + ffs + distram + unicontrolsets,4,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + ffs + distram + unicontrolsets,4,SGDClassifier,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs,4,LogisticRegression,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs,4,Perceptron,0.8,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs,4,SGDClassifier,0.8,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + distram,4,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + distram,4,Perceptron,0.8667,0.1886
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + distram,4,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + unicontrolsets,4,LogisticRegression,0.7333,0.1886
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + unicontrolsets,4,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + unicontrolsets,4,SGDClassifier,0.7333,0.1886
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + distram,4,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + distram,4,Perceptron,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + distram,4,SGDClassifier,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + unicontrolsets,4,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + unicontrolsets,4,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + unicontrolsets,4,SGDClassifier,0.8,0.1633
asic_fmax,ASIC7 Fmax (MHz),fmax + power + distram + unicontrolsets,4,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + power + distram + unicontrolsets,4,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + power + distram + unicontrolsets,4,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + distram,4,LogisticRegression,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + distram,4,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + distram,4,SGDClassifier,0.6667,0.2494
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + unicontrolsets,4,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + unicontrolsets,4,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + unicontrolsets,4,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + distram + unicontrolsets,4,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + distram + unicontrolsets,4,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + distram + unicontrolsets,4,SGDClassifier,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + ffs + distram + unicontrolsets,4,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + ffs + distram + unicontrolsets,4,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + ffs + distram + unicontrolsets,4,SGDClassifier,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + distram,4,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + distram,4,Perceptron,0.5333,0.1886
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + distram,4,SGDClassifier,0.5333,0.1886
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + unicontrolsets,4,LogisticRegression,0.4,0.1633
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + unicontrolsets,4,Perceptron,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + unicontrolsets,4,SGDClassifier,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),power + nets + distram + unicontrolsets,4,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),power + nets + distram + unicontrolsets,4,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),power + nets + distram + unicontrolsets,4,SGDClassifier,0.4,0.1633
asic_fmax,ASIC7 Fmax (MHz),power + ffs + distram + unicontrolsets,4,LogisticRegression,0.4,0.1633
asic_fmax,ASIC7 Fmax (MHz),power + ffs + distram + unicontrolsets,4,Perceptron,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),power + ffs + distram + unicontrolsets,4,SGDClassifier,0.5333,0.2494
asic_fmax,ASIC7 Fmax (MHz),nets + ffs + distram + unicontrolsets,4,LogisticRegression,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),nets + ffs + distram + unicontrolsets,4,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),nets + ffs + distram + unicontrolsets,4,SGDClassifier,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs,5,LogisticRegression,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs,5,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs,5,SGDClassifier,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + distram,5,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + distram,5,Perceptron,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + distram,5,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + unicontrolsets,5,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + unicontrolsets,5,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + unicontrolsets,5,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + distram,5,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + distram,5,Perceptron,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + distram,5,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + unicontrolsets,5,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + unicontrolsets,5,Perceptron,0.6667,0.2494
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + unicontrolsets,5,SGDClassifier,0.6667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + distram + unicontrolsets,5,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + distram + unicontrolsets,5,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + distram + unicontrolsets,5,SGDClassifier,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + distram,5,LogisticRegression,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + distram,5,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + distram,5,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + unicontrolsets,5,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + unicontrolsets,5,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + unicontrolsets,5,SGDClassifier,0.6667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + distram + unicontrolsets,5,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + distram + unicontrolsets,5,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + distram + unicontrolsets,5,SGDClassifier,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + ffs + distram + unicontrolsets,5,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + ffs + distram + unicontrolsets,5,Perceptron,0.6667,0.2494
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + ffs + distram + unicontrolsets,5,SGDClassifier,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + distram,5,LogisticRegression,0.5333,0.2494
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + distram,5,Perceptron,0.4,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + distram,5,SGDClassifier,0.4,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + unicontrolsets,5,LogisticRegression,0.5333,0.2494
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + unicontrolsets,5,Perceptron,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + unicontrolsets,5,SGDClassifier,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + distram + unicontrolsets,5,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + distram + unicontrolsets,5,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + distram + unicontrolsets,5,SGDClassifier,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + distram + unicontrolsets,5,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + distram + unicontrolsets,5,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + ffs + distram + unicontrolsets,5,SGDClassifier,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + distram + unicontrolsets,5,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + distram + unicontrolsets,5,Perceptron,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + nets + ffs + distram + unicontrolsets,5,SGDClassifier,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + distram,5,LogisticRegression,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + distram,5,Perceptron,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + distram,5,SGDClassifier,0.8667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + unicontrolsets,5,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + unicontrolsets,5,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + unicontrolsets,5,SGDClassifier,0.7333,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + distram + unicontrolsets,5,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + distram + unicontrolsets,5,Perceptron,0.4667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + distram + unicontrolsets,5,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + distram + unicontrolsets,5,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + distram + unicontrolsets,5,Perceptron,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),fmax + power + ffs + distram + unicontrolsets,5,SGDClassifier,0.6667,0.1886
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + distram + unicontrolsets,5,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + distram + unicontrolsets,5,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + nets + ffs + distram + unicontrolsets,5,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + distram + unicontrolsets,5,LogisticRegression,0.4,0.1633
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + distram + unicontrolsets,5,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),power + nets + ffs + distram + unicontrolsets,5,SGDClassifier,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + distram,6,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + distram,6,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + distram,6,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + unicontrolsets,6,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + unicontrolsets,6,Perceptron,0.6667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + unicontrolsets,6,SGDClassifier,0.6667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + distram + unicontrolsets,6,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + distram + unicontrolsets,6,Perceptron,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + distram + unicontrolsets,6,SGDClassifier,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + distram + unicontrolsets,6,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + distram + unicontrolsets,6,Perceptron,0.6667,0.2494
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + ffs + distram + unicontrolsets,6,SGDClassifier,0.6,0.1633
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + distram + unicontrolsets,6,LogisticRegression,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + distram + unicontrolsets,6,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + nets + ffs + distram + unicontrolsets,6,SGDClassifier,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + distram + unicontrolsets,6,LogisticRegression,0.4667,0.1886
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + distram + unicontrolsets,6,Perceptron,0.4,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + power + nets + ffs + distram + unicontrolsets,6,SGDClassifier,0.5333,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + distram + unicontrolsets,6,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + distram + unicontrolsets,6,Perceptron,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),fmax + power + nets + ffs + distram + unicontrolsets,6,SGDClassifier,0.6667,0.0943
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + distram + unicontrolsets,7,LogisticRegression,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + distram + unicontrolsets,7,Perceptron,0.6,0.0
asic_fmax,ASIC7 Fmax (MHz),luts + fmax + power + nets + ffs + distram + unicontrolsets,7,SGDClassifier,0.6,0.1633
asic_power,ASIC7 Power (mW),luts,1,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts,1,Perceptron,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts,1,SGDClassifier,0.4,0.0
asic_power,ASIC7 Power (mW),fmax,1,LogisticRegression,0.6,0.1633
asic_power,ASIC7 Power (mW),fmax,1,Perceptron,0.4,0.1633
asic_power,ASIC7 Power (mW),fmax,1,SGDClassifier,0.4,0.1633
asic_power,ASIC7 Power (mW),power,1,LogisticRegression,0.2667,0.0943
asic_power,ASIC7 Power (mW),power,1,Perceptron,0.2,0.0
asic_power,ASIC7 Power (mW),power,1,SGDClassifier,0.4,0.1633
asic_power,ASIC7 Power (mW),nets,1,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),nets,1,Perceptron,0.4667,0.0943
asic_power,ASIC7 Power (mW),nets,1,SGDClassifier,0.4,0.0
asic_power,ASIC7 Power (mW),ffs,1,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),ffs,1,Perceptron,0.4,0.0
asic_power,ASIC7 Power (mW),ffs,1,SGDClassifier,0.3333,0.0943
asic_power,ASIC7 Power (mW),distram,1,LogisticRegression,0.5333,0.0943
asic_power,ASIC7 Power (mW),distram,1,Perceptron,0.5333,0.0943
asic_power,ASIC7 Power (mW),distram,1,SGDClassifier,0.4667,0.0943
asic_power,ASIC7 Power (mW),unicontrolsets,1,LogisticRegression,0.2667,0.0943
asic_power,ASIC7 Power (mW),unicontrolsets,1,Perceptron,0.4667,0.0943
asic_power,ASIC7 Power (mW),unicontrolsets,1,SGDClassifier,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax,2,LogisticRegression,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax,2,Perceptron,0.4,0.1633
asic_power,ASIC7 Power (mW),luts + fmax,2,SGDClassifier,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + power,2,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + power,2,Perceptron,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + power,2,SGDClassifier,0.2667,0.0943
asic_power,ASIC7 Power (mW),luts + nets,2,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + nets,2,Perceptron,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + nets,2,SGDClassifier,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + ffs,2,LogisticRegression,0.4,0.1633
asic_power,ASIC7 Power (mW),luts + ffs,2,Perceptron,0.2,0.1633
asic_power,ASIC7 Power (mW),luts + ffs,2,SGDClassifier,0.2667,0.0943
asic_power,ASIC7 Power (mW),luts + distram,2,LogisticRegression,0.6,0.0
asic_power,ASIC7 Power (mW),luts + distram,2,Perceptron,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + distram,2,SGDClassifier,0.6667,0.0943
asic_power,ASIC7 Power (mW),luts + unicontrolsets,2,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + unicontrolsets,2,Perceptron,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + unicontrolsets,2,SGDClassifier,0.2667,0.0943
asic_power,ASIC7 Power (mW),fmax + power,2,LogisticRegression,0.4,0.0
asic_power,ASIC7 Power (mW),fmax + power,2,Perceptron,0.2,0.1633
asic_power,ASIC7 Power (mW),fmax + power,2,SGDClassifier,0.3333,0.0943
asic_power,ASIC7 Power (mW),fmax + nets,2,LogisticRegression,0.4667,0.0943
asic_power,ASIC7 Power (mW),fmax + nets,2,Perceptron,0.4,0.1633
asic_power,ASIC7 Power (mW),fmax + nets,2,SGDClassifier,0.4667,0.0943
asic_power,ASIC7 Power (mW),fmax + ffs,2,LogisticRegression,0.4667,0.0943
asic_power,ASIC7 Power (mW),fmax + ffs,2,Perceptron,0.4667,0.0943
asic_power,ASIC7 Power (mW),fmax + ffs,2,SGDClassifier,0.4,0.0
asic_power,ASIC7 Power (mW),fmax + distram,2,LogisticRegression,0.6,0.1633
asic_power,ASIC7 Power (mW),fmax + distram,2,Perceptron,0.6,0.1633
asic_power,ASIC7 Power (mW),fmax + distram,2,SGDClassifier,0.6,0.1633
asic_power,ASIC7 Power (mW),fmax + unicontrolsets,2,LogisticRegression,0.5333,0.0943
asic_power,ASIC7 Power (mW),fmax + unicontrolsets,2,Perceptron,0.4667,0.0943
asic_power,ASIC7 Power (mW),fmax + unicontrolsets,2,SGDClassifier,0.2667,0.1886
asic_power,ASIC7 Power (mW),power + nets,2,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),power + nets,2,Perceptron,0.4,0.0
asic_power,ASIC7 Power (mW),power + nets,2,SGDClassifier,0.4,0.0
asic_power,ASIC7 Power (mW),power + ffs,2,LogisticRegression,0.4,0.1633
asic_power,ASIC7 Power (mW),power + ffs,2,Perceptron,0.4,0.1633
asic_power,ASIC7 Power (mW),power + ffs,2,SGDClassifier,0.2,0.1633
asic_power,ASIC7 Power (mW),power + distram,2,LogisticRegression,0.4,0.0
asic_power,ASIC7 Power (mW),power + distram,2,Perceptron,0.6,0.1633
asic_power,ASIC7 Power (mW),power + distram,2,SGDClassifier,0.4667,0.0943
asic_power,ASIC7 Power (mW),power + unicontrolsets,2,LogisticRegression,0.2667,0.0943
asic_power,ASIC7 Power (mW),power + unicontrolsets,2,Perceptron,0.2,0.1633
asic_power,ASIC7 Power (mW),power + unicontrolsets,2,SGDClassifier,0.3333,0.2494
asic_power,ASIC7 Power (mW),nets + ffs,2,LogisticRegression,0.4,0.1633
asic_power,ASIC7 Power (mW),nets + ffs,2,Perceptron,0.3333,0.0943
asic_power,ASIC7 Power (mW),nets + ffs,2,SGDClassifier,0.2667,0.0943
asic_power,ASIC7 Power (mW),nets + distram,2,LogisticRegression,0.6,0.0
asic_power,ASIC7 Power (mW),nets + distram,2,Perceptron,0.5333,0.0943
asic_power,ASIC7 Power (mW),nets + distram,2,SGDClassifier,0.6,0.1633
asic_power,ASIC7 Power (mW),nets + unicontrolsets,2,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),nets + unicontrolsets,2,Perceptron,0.2667,0.1886
asic_power,ASIC7 Power (mW),nets + unicontrolsets,2,SGDClassifier,0.2667,0.0943
asic_power,ASIC7 Power (mW),ffs + distram,2,LogisticRegression,0.5333,0.0943
asic_power,ASIC7 Power (mW),ffs + distram,2,Perceptron,0.4667,0.1886
asic_power,ASIC7 Power (mW),ffs + distram,2,SGDClassifier,0.4667,0.1886
asic_power,ASIC7 Power (mW),ffs + unicontrolsets,2,LogisticRegression,0.4,0.1633
asic_power,ASIC7 Power (mW),ffs + unicontrolsets,2,Perceptron,0.4,0.1633
asic_power,ASIC7 Power (mW),ffs + unicontrolsets,2,SGDClassifier,0.4,0.0
asic_power,ASIC7 Power (mW),distram + unicontrolsets,2,LogisticRegression,0.5333,0.2494
asic_power,ASIC7 Power (mW),distram + unicontrolsets,2,Perceptron,0.5333,0.0943
asic_power,ASIC7 Power (mW),distram + unicontrolsets,2,SGDClassifier,0.6,0.1633
asic_power,ASIC7 Power (mW),luts + fmax + power,3,LogisticRegression,0.4,0.0
asic_power,ASIC7 Power (mW),luts + fmax + power,3,Perceptron,0.4,0.0
asic_power,ASIC7 Power (mW),luts + fmax + power,3,SGDClassifier,0.2667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + nets,3,LogisticRegression,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + nets,3,Perceptron,0.6,0.1633
asic_power,ASIC7 Power (mW),luts + fmax + nets,3,SGDClassifier,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + ffs,3,LogisticRegression,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + ffs,3,Perceptron,0.2667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + ffs,3,SGDClassifier,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + distram,3,LogisticRegression,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + distram,3,Perceptron,0.6,0.1633
asic_power,ASIC7 Power (mW),luts + fmax + distram,3,SGDClassifier,0.5333,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + unicontrolsets,3,LogisticRegression,0.4667,0.0943
asic_power,ASIC7 Power (mW),luts + fmax + unicontrolsets,3,Perceptron,0.4,0.0
asic_power,ASIC7 Power (mW),luts + fmax + unicontrolsets,3,SGDClassifier,0.2667,0.0943
asic_power,ASIC7 Power (mW),luts + power + nets,3,LogisticRegression,0.3333,0.0943
asic_power,ASIC7 Power (mW),luts + power + nets,3,Perceptron,0.2667,0.0943
