pdk,target,target_label,combination,n_features,model,cv_accuracy_mean,cv_accuracy_std
ASIC7,fpga_power,FPGA Power (mW),area + fmax + power + nets + registers,5,Perceptron,0.4,0.1633
ASIC7,fpga_power,FPGA Power (mW),area + fmax + power + nets + registers,5,SGDClassifier,0.4,0.1633
ASIC7,fpga_nets,FPGA Nets,area,1,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area,1,Perceptron,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area,1,SGDClassifier,0.6,0.0
ASIC7,fpga_nets,FPGA Nets,fmax,1,LogisticRegression,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax,1,Perceptron,0.4,0.1633
ASIC7,fpga_nets,FPGA Nets,fmax,1,SGDClassifier,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,power,1,LogisticRegression,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,power,1,Perceptron,0.4667,0.1886
ASIC7,fpga_nets,FPGA Nets,power,1,SGDClassifier,0.4667,0.2494
ASIC7,fpga_nets,FPGA Nets,nets,1,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,nets,1,Perceptron,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,nets,1,SGDClassifier,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,registers,1,LogisticRegression,0.6667,0.2494
ASIC7,fpga_nets,FPGA Nets,registers,1,Perceptron,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,registers,1,SGDClassifier,0.4,0.1633
ASIC7,fpga_nets,FPGA Nets,area + fmax,2,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + fmax,2,Perceptron,0.5333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax,2,SGDClassifier,0.5333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + power,2,LogisticRegression,0.7333,0.2494
ASIC7,fpga_nets,FPGA Nets,area + power,2,Perceptron,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area + power,2,SGDClassifier,0.7333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + nets,2,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + nets,2,Perceptron,0.4667,0.1886
ASIC7,fpga_nets,FPGA Nets,area + nets,2,SGDClassifier,0.4,0.1633
ASIC7,fpga_nets,FPGA Nets,area + registers,2,LogisticRegression,0.6667,0.2494
ASIC7,fpga_nets,FPGA Nets,area + registers,2,Perceptron,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + registers,2,SGDClassifier,0.5333,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + power,2,LogisticRegression,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + power,2,Perceptron,0.4,0.1633
ASIC7,fpga_nets,FPGA Nets,fmax + power,2,SGDClassifier,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + nets,2,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,fmax + nets,2,Perceptron,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + nets,2,SGDClassifier,0.5333,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + registers,2,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,fmax + registers,2,Perceptron,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + registers,2,SGDClassifier,0.4667,0.0943
ASIC7,fpga_nets,FPGA Nets,power + nets,2,LogisticRegression,0.6667,0.2494
ASIC7,fpga_nets,FPGA Nets,power + nets,2,Perceptron,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,power + nets,2,SGDClassifier,0.6,0.0
ASIC7,fpga_nets,FPGA Nets,power + registers,2,LogisticRegression,0.6667,0.2494
ASIC7,fpga_nets,FPGA Nets,power + registers,2,Perceptron,0.5333,0.2494
ASIC7,fpga_nets,FPGA Nets,power + registers,2,SGDClassifier,0.6,0.2828
ASIC7,fpga_nets,FPGA Nets,nets + registers,2,LogisticRegression,0.6667,0.2494
ASIC7,fpga_nets,FPGA Nets,nets + registers,2,Perceptron,0.6,0.0
ASIC7,fpga_nets,FPGA Nets,nets + registers,2,SGDClassifier,0.7333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + fmax + power,3,Perceptron,0.7333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power,3,SGDClassifier,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + nets,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + fmax + nets,3,Perceptron,0.6,0.0
ASIC7,fpga_nets,FPGA Nets,area + fmax + nets,3,SGDClassifier,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + registers,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + fmax + registers,3,Perceptron,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + registers,3,SGDClassifier,0.5333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + power + nets,3,LogisticRegression,0.8,0.1633
ASIC7,fpga_nets,FPGA Nets,area + power + nets,3,Perceptron,0.7333,0.1886
ASIC7,fpga_nets,FPGA Nets,area + power + nets,3,SGDClassifier,0.8,0.1633
ASIC7,fpga_nets,FPGA Nets,area + power + registers,3,LogisticRegression,0.6667,0.2494
ASIC7,fpga_nets,FPGA Nets,area + power + registers,3,Perceptron,0.8,0.1633
ASIC7,fpga_nets,FPGA Nets,area + power + registers,3,SGDClassifier,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + nets + registers,3,LogisticRegression,0.6667,0.2494
ASIC7,fpga_nets,FPGA Nets,area + nets + registers,3,Perceptron,0.8,0.1633
ASIC7,fpga_nets,FPGA Nets,area + nets + registers,3,SGDClassifier,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + power + nets,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,fmax + power + nets,3,Perceptron,0.6,0.0
ASIC7,fpga_nets,FPGA Nets,fmax + power + nets,3,SGDClassifier,0.6,0.0
ASIC7,fpga_nets,FPGA Nets,fmax + power + registers,3,LogisticRegression,0.5333,0.1886
ASIC7,fpga_nets,FPGA Nets,fmax + power + registers,3,Perceptron,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,fmax + power + registers,3,SGDClassifier,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + nets + registers,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,fmax + nets + registers,3,Perceptron,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + nets + registers,3,SGDClassifier,0.4667,0.1886
ASIC7,fpga_nets,FPGA Nets,power + nets + registers,3,LogisticRegression,0.6667,0.2494
ASIC7,fpga_nets,FPGA Nets,power + nets + registers,3,Perceptron,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,power + nets + registers,3,SGDClassifier,0.7333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + nets,4,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + nets,4,Perceptron,0.7333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + nets,4,SGDClassifier,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + registers,4,LogisticRegression,0.5333,0.1886
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + registers,4,Perceptron,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + registers,4,SGDClassifier,0.6,0.0
ASIC7,fpga_nets,FPGA Nets,area + fmax + nets + registers,4,LogisticRegression,0.6,0.1633
ASIC7,fpga_nets,FPGA Nets,area + fmax + nets + registers,4,Perceptron,0.6,0.0
ASIC7,fpga_nets,FPGA Nets,area + fmax + nets + registers,4,SGDClassifier,0.4667,0.1886
ASIC7,fpga_nets,FPGA Nets,area + power + nets + registers,4,LogisticRegression,0.8,0.1633
ASIC7,fpga_nets,FPGA Nets,area + power + nets + registers,4,Perceptron,0.8,0.1633
ASIC7,fpga_nets,FPGA Nets,area + power + nets + registers,4,SGDClassifier,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,fmax + power + nets + registers,4,LogisticRegression,0.5333,0.1886
ASIC7,fpga_nets,FPGA Nets,fmax + power + nets + registers,4,Perceptron,0.4667,0.1886
ASIC7,fpga_nets,FPGA Nets,fmax + power + nets + registers,4,SGDClassifier,0.5333,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + nets + registers,5,LogisticRegression,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + nets + registers,5,Perceptron,0.6667,0.0943
ASIC7,fpga_nets,FPGA Nets,area + fmax + power + nets + registers,5,SGDClassifier,0.6,0.0
ASIC7,fpga_ffs,FPGA FFs,area,1,LogisticRegression,0.6,0.2828
ASIC7,fpga_ffs,FPGA FFs,area,1,Perceptron,0.4667,0.0943
ASIC7,fpga_ffs,FPGA FFs,area,1,SGDClassifier,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,fmax,1,LogisticRegression,0.4667,0.0943
ASIC7,fpga_ffs,FPGA FFs,fmax,1,Perceptron,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax,1,SGDClassifier,0.3333,0.1886
ASIC7,fpga_ffs,FPGA FFs,power,1,LogisticRegression,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,power,1,Perceptron,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,power,1,SGDClassifier,0.3333,0.0943
ASIC7,fpga_ffs,FPGA FFs,nets,1,LogisticRegression,0.6,0.2828
ASIC7,fpga_ffs,FPGA FFs,nets,1,Perceptron,0.4667,0.1886
ASIC7,fpga_ffs,FPGA FFs,nets,1,SGDClassifier,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,registers,1,LogisticRegression,0.6,0.3266
ASIC7,fpga_ffs,FPGA FFs,registers,1,Perceptron,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,registers,1,SGDClassifier,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + fmax,2,LogisticRegression,0.6667,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + fmax,2,Perceptron,0.6667,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + fmax,2,SGDClassifier,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + power,2,LogisticRegression,0.6,0.3266
ASIC7,fpga_ffs,FPGA FFs,area + power,2,Perceptron,0.4,0.2828
ASIC7,fpga_ffs,FPGA FFs,area + power,2,SGDClassifier,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + nets,2,LogisticRegression,0.6667,0.3399
ASIC7,fpga_ffs,FPGA FFs,area + nets,2,Perceptron,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + nets,2,SGDClassifier,0.4667,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + registers,2,LogisticRegression,0.6667,0.2494
ASIC7,fpga_ffs,FPGA FFs,area + registers,2,Perceptron,0.6,0.0
ASIC7,fpga_ffs,FPGA FFs,area + registers,2,SGDClassifier,0.4,0.0
ASIC7,fpga_ffs,FPGA FFs,fmax + power,2,LogisticRegression,0.6,0.0
ASIC7,fpga_ffs,FPGA FFs,fmax + power,2,Perceptron,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + power,2,SGDClassifier,0.4667,0.0943
ASIC7,fpga_ffs,FPGA FFs,fmax + nets,2,LogisticRegression,0.6667,0.1886
ASIC7,fpga_ffs,FPGA FFs,fmax + nets,2,Perceptron,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + nets,2,SGDClassifier,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + registers,2,LogisticRegression,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + registers,2,Perceptron,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,fmax + registers,2,SGDClassifier,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,power + nets,2,LogisticRegression,0.6,0.3266
ASIC7,fpga_ffs,FPGA FFs,power + nets,2,Perceptron,0.8,0.1633
ASIC7,fpga_ffs,FPGA FFs,power + nets,2,SGDClassifier,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,power + registers,2,LogisticRegression,0.6667,0.3399
ASIC7,fpga_ffs,FPGA FFs,power + registers,2,Perceptron,0.6,0.0
ASIC7,fpga_ffs,FPGA FFs,power + registers,2,SGDClassifier,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,nets + registers,2,LogisticRegression,0.6667,0.2494
ASIC7,fpga_ffs,FPGA FFs,nets + registers,2,Perceptron,0.3333,0.0943
ASIC7,fpga_ffs,FPGA FFs,nets + registers,2,SGDClassifier,0.4667,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power,3,Perceptron,0.7333,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power,3,SGDClassifier,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + nets,3,LogisticRegression,0.6667,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + fmax + nets,3,Perceptron,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + nets,3,SGDClassifier,0.5333,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + fmax + registers,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + registers,3,Perceptron,0.4667,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + fmax + registers,3,SGDClassifier,0.6,0.0
ASIC7,fpga_ffs,FPGA FFs,area + power + nets,3,LogisticRegression,0.6667,0.3399
ASIC7,fpga_ffs,FPGA FFs,area + power + nets,3,Perceptron,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + power + nets,3,SGDClassifier,0.6667,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + power + registers,3,LogisticRegression,0.6,0.3266
ASIC7,fpga_ffs,FPGA FFs,area + power + registers,3,Perceptron,0.5333,0.2494
ASIC7,fpga_ffs,FPGA FFs,area + power + registers,3,SGDClassifier,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + nets + registers,3,LogisticRegression,0.6667,0.2494
ASIC7,fpga_ffs,FPGA FFs,area + nets + registers,3,Perceptron,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + nets + registers,3,SGDClassifier,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + power + nets,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + power + nets,3,Perceptron,0.7333,0.0943
ASIC7,fpga_ffs,FPGA FFs,fmax + power + nets,3,SGDClassifier,0.5333,0.1886
ASIC7,fpga_ffs,FPGA FFs,fmax + power + registers,3,LogisticRegression,0.6667,0.0943
ASIC7,fpga_ffs,FPGA FFs,fmax + power + registers,3,Perceptron,0.4,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + power + registers,3,SGDClassifier,0.6,0.0
ASIC7,fpga_ffs,FPGA FFs,fmax + nets + registers,3,LogisticRegression,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + nets + registers,3,Perceptron,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,fmax + nets + registers,3,SGDClassifier,0.5333,0.1886
ASIC7,fpga_ffs,FPGA FFs,power + nets + registers,3,LogisticRegression,0.6,0.3266
ASIC7,fpga_ffs,FPGA FFs,power + nets + registers,3,Perceptron,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,power + nets + registers,3,SGDClassifier,0.4667,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + nets,4,LogisticRegression,0.6667,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + nets,4,Perceptron,0.6667,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + nets,4,SGDClassifier,0.4667,0.2494
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + registers,4,LogisticRegression,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + registers,4,Perceptron,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + registers,4,SGDClassifier,0.5333,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + fmax + nets + registers,4,LogisticRegression,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + nets + registers,4,Perceptron,0.4667,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + fmax + nets + registers,4,SGDClassifier,0.5333,0.0943
ASIC7,fpga_ffs,FPGA FFs,area + power + nets + registers,4,LogisticRegression,0.6667,0.3399
ASIC7,fpga_ffs,FPGA FFs,area + power + nets + registers,4,Perceptron,0.5333,0.1886
ASIC7,fpga_ffs,FPGA FFs,area + power + nets + registers,4,SGDClassifier,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + power + nets + registers,4,LogisticRegression,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,fmax + power + nets + registers,4,Perceptron,0.7333,0.0943
ASIC7,fpga_ffs,FPGA FFs,fmax + power + nets + registers,4,SGDClassifier,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + nets + registers,5,LogisticRegression,0.6,0.2828
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + nets + registers,5,Perceptron,0.6,0.1633
ASIC7,fpga_ffs,FPGA FFs,area + fmax + power + nets + registers,5,SGDClassifier,0.6667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area,1,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area,1,Perceptron,0.3333,0.1886
ASIC7,fpga_distram,FPGA Dist.RAM,area,1,SGDClassifier,0.3333,0.1886
ASIC7,fpga_distram,FPGA Dist.RAM,fmax,1,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax,1,Perceptron,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,fmax,1,SGDClassifier,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,power,1,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,power,1,Perceptron,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,power,1,SGDClassifier,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,nets,1,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,nets,1,Perceptron,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,nets,1,SGDClassifier,0.2,0.0
ASIC7,fpga_distram,FPGA Dist.RAM,registers,1,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,registers,1,Perceptron,0.2667,0.2494
ASIC7,fpga_distram,FPGA Dist.RAM,registers,1,SGDClassifier,0.3333,0.1886
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax,2,LogisticRegression,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax,2,Perceptron,0.2667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax,2,SGDClassifier,0.2,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + power,2,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + power,2,Perceptron,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + power,2,SGDClassifier,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + nets,2,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + nets,2,Perceptron,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + nets,2,SGDClassifier,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + registers,2,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + registers,2,Perceptron,0.2667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + registers,2,SGDClassifier,0.2667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power,2,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power,2,Perceptron,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power,2,SGDClassifier,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + nets,2,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + nets,2,Perceptron,0.2667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + nets,2,SGDClassifier,0.3333,0.2494
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + registers,2,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + registers,2,Perceptron,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + registers,2,SGDClassifier,0.5333,0.1886
ASIC7,fpga_distram,FPGA Dist.RAM,power + nets,2,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,power + nets,2,Perceptron,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,power + nets,2,SGDClassifier,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,power + registers,2,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,power + registers,2,Perceptron,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,power + registers,2,SGDClassifier,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,nets + registers,2,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,nets + registers,2,Perceptron,0.2667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,nets + registers,2,SGDClassifier,0.2,0.0
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power,3,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power,3,Perceptron,0.2667,0.1886
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power,3,SGDClassifier,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + nets,3,LogisticRegression,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + nets,3,Perceptron,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + nets,3,SGDClassifier,0.2,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + registers,3,LogisticRegression,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + registers,3,Perceptron,0.3333,0.2494
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + registers,3,SGDClassifier,0.3333,0.2494
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + nets,3,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + nets,3,Perceptron,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + nets,3,SGDClassifier,0.2667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + registers,3,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + registers,3,Perceptron,0.2667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + registers,3,SGDClassifier,0.2667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + nets + registers,3,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + nets + registers,3,Perceptron,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + nets + registers,3,SGDClassifier,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + nets,3,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + nets,3,Perceptron,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + nets,3,SGDClassifier,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + registers,3,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + registers,3,Perceptron,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + registers,3,SGDClassifier,0.4,0.0
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + nets + registers,3,LogisticRegression,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + nets + registers,3,Perceptron,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + nets + registers,3,SGDClassifier,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,power + nets + registers,3,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,power + nets + registers,3,Perceptron,0.4,0.0
ASIC7,fpga_distram,FPGA Dist.RAM,power + nets + registers,3,SGDClassifier,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + nets,4,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + nets,4,Perceptron,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + nets,4,SGDClassifier,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + registers,4,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + registers,4,Perceptron,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + registers,4,SGDClassifier,0.4,0.0
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + nets + registers,4,LogisticRegression,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + nets + registers,4,Perceptron,0.3333,0.2494
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + nets + registers,4,SGDClassifier,0.4,0.1633
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + nets + registers,4,LogisticRegression,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + nets + registers,4,Perceptron,0.5333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + power + nets + registers,4,SGDClassifier,0.3333,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + nets + registers,4,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + nets + registers,4,Perceptron,0.4,0.0
ASIC7,fpga_distram,FPGA Dist.RAM,fmax + power + nets + registers,4,SGDClassifier,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + nets + registers,5,LogisticRegression,0.4667,0.0943
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + nets + registers,5,Perceptron,0.4,0.0
ASIC7,fpga_distram,FPGA Dist.RAM,area + fmax + power + nets + registers,5,SGDClassifier,0.4,0.0
ASIC7,fpga_lookahead8,FPGA LOOKAHEAD8,area,1,LogisticRegression,0.6,0.2828
ASIC7,fpga_lookahead8,FPGA LOOKAHEAD8,area,1,Perceptron,0.4667,0.0943
ASIC7,fpga_lookahead8,FPGA LOOKAHEAD8,area,1,SGDClassifier,0.5333,0.0943
ASIC7,fpga_lookahead8,FPGA LOOKAHEAD8,fmax,1,LogisticRegression,0.4667,0.0943
